Unnamed: 0,artists,date,TM_id,event_title,presale_date_end,presale_date_start,promoter,TM_sale_date_start,span multiple days,venue,TM_venue _lat,venue_city,TM_venue_long,venue_state,TM_max,TM_min,genre,subGenre,event_type,SG_artists_score,SG_average_price,SG_listing_count,SG_max_price,SG_min_price,SG_venue_score,SH_max_price,SH_min_price,SH_total_postings,SH_total_tickets,spotify_followers,spotify_popularity,spotify_avg_followers,spotify_avg_popularity,spotify_null_count,days_until_show,presale_length,days_on_sale
3,['Mannheim Steamroller Christmas'],2017-12-28 01:30:00,17FZv3G61NPaM0E,Mannheim Steamroller Christmas,2017-07-21 03:00:00,2017-07-19 15:00:00,PROMOTED BY VENUE,2017-07-21 15:00:00,False,Von Braun Center Concert Hall,34.726557,Huntsville,-86.589925,AL,69.0,69.0,New Age,New Age,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,266.02,111.7,16.0,69.0,[nan],[nan],,,1,21,1.0,138.0
4,['Joe Bonamassa'],2017-12-09 02:00:00,1AOZA1dGkd3Czwk,Joe Bonamassa,2017-04-07 03:00:00,2017-04-04 15:00:00,PROMOTED BY VENUE,2017-04-07 15:00:00,False,Montgomery Performing Arts Centre,32.379101,Montgomery,-86.312081,AL,149.0,89.0,Blues,Blues,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,356.5,86.3,10.0,28.0,[298790.0],[64.0],298790.0,64.0,0,2,2.0,243.0
5,['Jennifer Nettles'],2017-12-15 02:00:00,1kFZvKA_GA18ELF,Jennifer Nettles,2017-08-25 03:00:00,2017-08-24 15:00:00,None,2017-08-25 15:00:00,False,Von Braun Center Concert Hall,34.726557,Huntsville,-86.589925,AL,79.5,44.5,Folk,Folk,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,152.5,86.5,34.0,130.0,[83152.0],[54.0],83152.0,54.0,0,8,0.0,103.0
6,['Home Free'],2017-12-22 01:30:00,1AOZAGvGkdbRb83,Home Free: A Country Christmas,2017-08-11 03:00:00,2017-08-07 15:00:00,PROMOTED BY VENUE,2017-08-11 15:00:00,False,Montgomery Performing Arts Centre,32.379101,Montgomery,-86.312081,AL,41.5,16.5,Classical,Classical/Vocal,"{'id': 'KZFzBErXgnZfZ7vA76', 'name': 'Group'}",,,,,,,165.0,46.88,11.0,49.0,[84183.0],[62.0],84183.0,62.0,0,15,3.0,117.0
7,['Styx'],2018-01-19 01:30:00,G5viZfUJQQSgi,Styx,2017-11-17 04:00:00,2017-11-15 16:00:00,PROMOTED BY VENUE,2017-11-17 16:00:00,False,BancorpSouth Arena,34.2575814,Tupelo,-88.6989047,MS,76.5,36.5,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,213.1,76.9,26.0,105.0,[307254.0],[65.0],307254.0,65.0,0,43,1.0,19.0
13,['Black Jacket Symphony'],2018-01-13 23:00:00,1AOZAGyGketkEJV,Black Jacket Symphony: Led Zeppelin IV,2017-10-06 03:00:00,2017-10-04 15:00:00,PROMOTED BY VENUE,2017-10-06 15:00:00,False,Von Braun Center Concert Hall,34.726557,Huntsville,-86.589925,AL,32.0,27.0,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,104.5,61.3,14.0,70.0,[nan],[nan],,,1,37,1.0,61.0
14,"['Sister Hazel', 'Taylor Hicks']",2018-01-01 02:00:00,1AOZAuEGkeWzIKY,Alabama Theatre's New Year's Eve 90th Birthday Bash,,,None,2017-11-10 16:00:00,False,Alabama Theatre,33.515078,Birmingham,-86.80918,AL,62.5,29.5,Rock,Alternative Rock,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,190.34,117.7,3.0,16.0,"[79125.0, 3294.0]","[58.0, 30.0]",41209.5,44.0,0,25,,26.0
15,['Black Jacket Symphony'],2018-01-14 03:00:00,1AeZZfSGkl2FF_b,Black Jacket Symphony: Led Zeppelin IV,2017-10-06 03:00:00,2017-10-04 15:00:00,PROMOTED BY VENUE,2017-10-06 15:00:00,False,Von Braun Center Concert Hall,34.726557,Huntsville,-86.589925,AL,32.0,27.0,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,76.9,61.3,27.0,139.0,[nan],[nan],,,1,38,1.0,61.0
20,"['Jason Isbell & the 400 Unit', 'James McMurtry']",2018-01-21 02:00:00,1AOZAukGkd5iEDb,Jason Isbell & the 400 Unit,,,None,2017-10-13 15:00:00,False,Alabama Theatre,33.515078,Birmingham,-86.80918,AL,58.0,30.5,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,572.5,67.3,43.0,134.0,"[32394.0, 22247.0]","[63.0, 49.0]",27320.5,56.0,0,45,,54.0
21,"['Jason Isbell & the 400 Unit', 'James McMurtry']",2018-01-20 02:00:00,1AOZAukGkd5lEDp,Jason Isbell & the 400 Unit,,,None,2017-10-13 15:00:00,False,Alabama Theatre,33.515078,Birmingham,-86.80918,AL,58.0,30.5,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,304.4,75.94,34.0,106.0,"[32394.0, 22247.0]","[63.0, 49.0]",27320.5,56.0,0,44,,54.0
23,['Home Free'],2017-12-23 02:00:00,1AOZAGeGkeMJEX9,Home Free: A Country Christmas,2017-08-11 03:00:00,2017-08-07 15:00:00,PROMOTED BY VENUE,2017-08-11 15:00:00,False,Von Braun Center Concert Hall,34.726557,Huntsville,-86.589925,AL,36.5,26.5,Classical,Classical/Vocal,"{'id': 'KZFzBErXgnZfZ7vA76', 'name': 'Group'}",,,,,,,170.5,56.48,15.0,41.0,[84183.0],[62.0],84183.0,62.0,0,16,3.0,117.0
25,"['Jason Isbell & the 400 Unit', 'James McMurtry']",2018-01-19 02:00:00,1AOZAukGkd5n9Df,Jason Isbell & the 400 Unit,,,None,2017-10-13 15:00:00,False,Alabama Theatre,33.515078,Birmingham,-86.80918,AL,58.0,30.5,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,267.1,68.5,37.0,121.0,"[32394.0, 22247.0]","[63.0, 49.0]",27320.5,56.0,0,43,,54.0
30,"['Xscape', 'Monica', 'Tamar Braxton', 'Zonnique', ""June's Diary""]",2017-12-16 01:30:00,vv178ZfwGkBo5xZ8,The Great Xscape Tour,2017-09-22 03:00:00,2017-09-20 15:00:00,AEG LIVE,2017-09-22 15:00:00,False,United Center,41.88124412,Chicago,-87.67427375,IL,125.0,45.0,Hip-Hop/Rap,Urban,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,1052.5,88.9,72.0,308.0,"[331305.0, 530471.0, 287857.0, 16753.0, 11417.0]","[61.0, 68.0, 65.0, 41.0, 32.0]",235560.6,53.4,0,9,1.0,75.0
32,"['103.5 Kiss FM Jingle Ball', 'iHeartRadio Jingle Ball', 'The Chainsmokers', 'Demi Lovato', 'Cheat Codes', 'Halsey', 'Charlie Puth', 'Kesha', 'Camila Cabello', 'Liam Payne', 'Julia Michaels', ""Why Don't We""]",2017-12-14 01:30:00,vv178ZfSGkB_X3uv,103.5 KISS FM's Jingle Ball Presented by Capital One,2017-10-15 03:00:00,2017-10-11 15:00:00,PROMOTED BY VENUE,2017-10-16 17:00:00,False,Allstate Arena,42.00499247,Rosemont,-87.88750024,IL,115.0,20.0,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,722.5,92.5,128.0,411.0,"[nan, nan, 4704274.0, 5573326.0, 364985.0, 2337416.0, 2473089.0, 2456776.0, 1363655.0, 671952.0, 285295.0, 366670.0]","[nan, nan, 90.0, 94.0, 88.0, 90.0, 91.0, 86.0, 94.0, 84.0, 87.0, 76.0]",2059743.8,88.0,2,7,3.0,51.0
34,"['Tchami', 'Malaa', 'Noizu']",2017-12-10 03:00:00,vv178ZfwGkD-tfr8,Tchami X Malaa,2017-09-22 03:00:00,2017-09-20 17:00:00,LIVE NATION MUSIC,2017-09-22 15:00:00,False,Aragon Ballroom,41.96941873,Chicago,-87.65797212,IL,34.5,29.5,Dance/Electronic,Club Dance,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,182.5,61.17,35.0,164.0,"[154954.0, 40602.0, 442.0]","[67.0, 60.0, 49.0]",65332.666666666664,58.666666666666664,0,3,1.0,75.0
35,"['Erykah Badu', 'Common', 'Musiq Soulchild', 'De La Soul']",2017-12-10 01:30:00,vv11jZfg0PaMuP,The V Show,,,PROMOTED BY VENUE,2017-10-30 15:00:00,False,Wintrust Arena,41.853079,Chicago,-87.62201,IL,129.0,59.0,R&B,R&B,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,238.12,68.5,9.0,31.0,"[823288.0, 359325.0, 382435.0, 242755.0]","[72.0, 69.0, 67.0, 63.0]",451950.75,67.75,0,3,,37.0
36,['Trans-Siberian Orchestra'],2017-12-29 02:00:00,vv178ZfYGkSJxKXN,Hallmark Channel Presents Trans-Siberian Orchestra 2017,2017-09-15 03:00:00,2017-09-14 15:00:00,LIVE NATION MUSIC,2017-09-15 15:00:00,False,Allstate Arena,42.00499247,Rosemont,-87.88750024,IL,87.5,47.5,World,World,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,337.3,80.5,197.0,970.0,[130224.0],[69.0],130224.0,69.0,0,22,0.0,82.0
37,"['Tiësto', 'Gryffin']",2017-12-24 03:00:00,vv167ZAGEv8ZA5kk7a,Tiësto,2017-09-15 04:59:00,2017-09-13 15:00:00,LIVE NATION MUSIC,2017-09-15 15:00:00,False,Aragon Ballroom,41.96941873,Chicago,-87.65797212,IL,55.0,40.0,Dance/Electronic,Club Dance,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,602.5,76.89,70.0,330.0,"[2437521.0, 76589.0]","[84.0, 77.0]",1257055.0,80.5,0,17,1.0,82.0
38,"['Lana Del Rey', 'Jhene Aiko']",2018-01-12 02:00:00,vv1A7ZAGUGkd4v0yS,Lana Del Rey,2017-10-02 03:00:00,2017-09-29 15:00:00,LIVE NATION MUSIC,2017-10-02 15:00:00,False,United Center,41.88124412,Chicago,-87.67427375,IL,125.0,39.5,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,6002.5,54.1,571.0,1920.0,"[5546284.0, 1263675.0]","[87.0, 85.0]",3404979.5,86.0,0,36,2.0,65.0
39,['Shakira'],2018-01-24 01:30:00,vvG18ZflE5nx1j,Shakira - EL Dorado World Tour,2017-06-30 03:00:00,2017-06-27 17:00:00,LIVE NATION MUSIC,2017-06-30 15:00:00,False,United Center,41.88124412,Chicago,-87.67427375,IL,200.0,50.5,World,Latin,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,2402.5,107.96,219.0,847.0,[6593810.0],[90.0],6593810.0,90.0,0,48,2.0,159.0
40,['The National'],2017-12-14 01:30:00,vvG1jZfnn15-7d,The National,2017-05-19 03:00:00,2017-05-15 15:00:00,PROMOTED BY VENUE,2017-05-19 15:00:00,False,Civic Opera House,41.8822429,Chicago,-87.637107,IL,57.5,33.0,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,725.25,116.5,75.0,140.0,[739963.0],[77.0],739963.0,77.0,0,7,3.0,201.0
41,"['Illenium', 'Minnesota', 'Said the Sky', 'Dabin']",2017-12-15 02:00:00,vvG18ZfmBqMSlG,Illenium,2017-07-21 03:00:00,2017-07-20 15:00:00,LIVE NATION MUSIC,2017-07-21 15:00:00,False,Aragon Ballroom,41.96941873,Chicago,-87.65797212,IL,25.0,25.0,Dance/Electronic,Club Dance,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,122.5,44.5,33.0,167.0,"[241167.0, 23772.0, 38479.0, 19158.0]","[80.0, 52.0, 67.0, 57.0]",80644.0,64.0,0,8,0.0,138.0
43,['The Killers'],2018-01-17 01:30:00,vvG18ZfRJRySZe,The Killers,2017-08-11 03:00:00,2017-08-09 15:00:00,JAM PRODUCTIONS,2017-08-11 15:00:00,False,United Center,41.88124412,Chicago,-87.67427375,IL,95.0,25.0,Rock,Alternative Rock,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,6102.5,64.4,631.0,1793.0,[2615391.0],[84.0],2615391.0,84.0,0,41,1.0,117.0
44,['Dave Koz'],2017-12-10 02:00:00,vv1A6ZAGMGkdazS-q,Dave Koz 20th Anniversary Christmas Tour,2017-09-29 03:00:00,2017-09-28 15:00:00,PROMOTED BY VENUE,2017-09-29 15:00:00,False,The Chicago Theatre,41.88537,Chicago,-87.627457,IL,115.0,29.5,Jazz,Jazz,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,236.5,100.9,30.0,103.0,[29742.0],[57.0],29742.0,57.0,0,3,0.0,68.0
45,['Trans-Siberian Orchestra'],2017-12-28 21:00:00,vv178ZfYGkSJ-dX-,Hallmark Channel Presents Trans-Siberian Orchestra 2017,2017-09-15 03:00:00,2017-09-14 15:00:00,LIVE NATION MUSIC,2017-09-15 15:00:00,False,Allstate Arena,42.00499247,Rosemont,-87.88750024,IL,77.5,47.5,World,World,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,420.1,82.42,102.0,546.0,[130224.0],[69.0],130224.0,69.0,0,21,0.0,82.0
46,"['Thrice', 'Circa Survive', 'Balance & Composure', 'Chon']",2017-12-08 00:30:00,vvG18ZfRKMHf08,Thrice / Circa Survive,2017-07-28 03:00:00,2017-07-27 15:00:00,LIVE NATION MUSIC,2017-07-28 17:00:00,False,Aragon Ballroom,41.96941873,Chicago,-87.65797212,IL,31.5,31.5,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,80.49,62.5,4.0,16.0,"[179540.0, 149864.0, 69020.0, 97309.0]","[65.0, 63.0, 57.0, 61.0]",123933.25,61.5,0,1,0.0,131.0
47,['St. Vincent'],2018-01-13 02:00:00,vv1A6ZAukGkdaifV2,St. Vincent Fear The Future Tour,2017-10-20 04:59:00,2017-10-19 15:00:00,PROMOTED BY VENUE,2017-10-20 15:00:00,False,The Chicago Theatre,41.88537,Chicago,-87.627457,IL,49.5,29.5,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,1022.5,97.54,61.0,175.0,[325635.0],[71.0],325635.0,71.0,0,37,0.0,47.0
48,['Straight No Chaser'],2017-12-09 21:00:00,vvG1jZfmM280b4,Straight No Chaser,2017-07-21 03:00:00,2017-07-18 15:00:00,PROMOTED BY VENUE,2017-07-21 15:00:00,False,Civic Opera House,41.8822429,Chicago,-87.637107,IL,56.5,26.5,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,136.9,46.6,22.0,62.0,[99370.0],[65.0],99370.0,65.0,0,2,2.0,138.0
51,['The Oak Ridge Boys Christmas Show'],2017-12-17 22:00:00,vvG1jZfcrVkSck,The Oak Ridge Boys Christmas Show,2017-06-30 03:00:00,2017-06-29 15:00:00,PROMOTED BY VENUE,2017-06-30 15:00:00,False,Star Plaza Theatre,41.4710633,Merrillville,-87.3258024,IN,50.0,40.0,Holiday,Christmas Music,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,396.1,55.9,17.0,51.0,[nan],[nan],,,1,10,0.0,159.0
52,"['Tedeschi Trucks Band', 'JJ Grey', 'Mofro']",2018-01-26 01:30:00,vv17jZfVGkMfXPls,Tedeschi Trucks Band with JJ Grey & Mofro,2017-10-20 03:00:00,2017-10-18 15:00:00,PROMOTED BY VENUE,2017-10-20 15:00:00,False,The Chicago Theatre,41.88537,Chicago,-87.627457,IL,125.0,19.5,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,1062.05,47.37,56.0,220.0,"[106387.0, 58935.0, 58935.0]","[58.0, 54.0, 54.0]",74752.33333333333,55.333333333333336,0,50,1.0,47.0
53,['Steven Curtis Chapman'],2017-12-09 01:00:00,vvG18ZfmQpp3dW,THE K-LOVE CHRISTMAS TOUR 2017,,,PROMOTED BY VENUE,2017-07-11 15:00:00,False,Rosemont Theatre,41.976641,Rosemont,-87.86369,IL,209.99,19.99,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,140.5,64.9,8.0,44.0,[110789.0],[59.0],110789.0,59.0,0,2,,148.0
54,['Mannheim Steamroller Christmas'],2017-12-16 02:00:00,vv1A7ZAaYGkdK9X82,Mannheim Steamroller Christmas,2017-06-09 03:00:00,2017-06-06 15:00:00,PROMOTED BY VENUE,2017-06-09 15:00:00,False,Rosemont Theatre,41.976641,Rosemont,-87.86369,IL,95.0,39.0,New Age,New Age,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,309.7,75.94,41.0,158.0,[nan],[nan],,,1,9,2.0,180.0
56,"['Seven Lions', 'Tritonal', 'Kill the Noise']",2017-12-17 03:00:00,vv178ZfYGkRXupUs,"Horizon Tour with Seven Lions, Tritonal & special guest Kill The Noise",2017-08-18 03:00:00,2017-08-16 15:00:00,LIVE NATION MUSIC,2017-08-18 15:00:00,False,Aragon Ballroom,41.96941873,Chicago,-87.65797212,IL,35.0,25.0,Dance/Electronic,Dance/Electronic,"{'id': 'KZFzBErXgnZfZ7vAd7', 'name': 'Musician'}",,,,,,,250.14,45.7,29.0,146.0,"[167268.0, 104078.0, 195973.0]","[69.0, 74.0, 65.0]",155773.0,69.33333333333333,0,10,1.0,110.0
57,['Straight No Chaser'],2017-12-10 01:30:00,vvG1jZfmM2o0bc,Straight No Chaser,2017-07-21 03:00:00,2017-07-18 15:00:00,PROMOTED BY VENUE,2017-07-21 15:00:00,False,Civic Opera House,41.8822429,Chicago,-87.637107,IL,56.5,26.5,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,140.5,72.7,20.0,55.0,[99370.0],[65.0],99370.0,65.0,0,3,2.0,138.0
58,['Tedeschi Trucks Band'],2018-01-27 01:30:00,vv17jZfVGkM4ZAly,An evening with Tedeschi Trucks Band,2017-10-20 03:00:00,2017-10-18 15:00:00,PROMOTED BY VENUE,2017-10-20 15:00:00,False,The Chicago Theatre,41.88537,Chicago,-87.627457,IL,125.0,19.5,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,1124.45,43.96,108.0,431.0,[106387.0],[58.0],106387.0,58.0,0,51,1.0,47.0
59,"['Newsboys', 'Sidewalk Prophets', 'Blanca', 'Derek Minor']",2017-12-09 01:00:00,vvG18ZfcL3iPLA,Big Church Night Out,2017-07-14 04:59:00,2017-07-12 15:00:00,None,2017-07-14 15:00:00,False,BMO Harris Bank Center,42.27004167,Rockford,-89.09394049,IL,100.0,20.0,Religious,Gospel,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,48.08,38.48,3.0,12.0,"[438476.0, 105806.0, 25070.0, 52745.0]","[65.0, 58.0, 55.0, 60.0]",155524.25,59.5,0,2,1.0,145.0
64,"['Keith Sweat', 'Will Downing']",2017-12-10 02:00:00,vvG1jZfcQUlxNr,Merry Christmas With Keith Sweat And Will Downing,2017-06-30 03:00:00,2017-06-27 15:00:00,PROMOTED BY VENUE,2017-06-30 15:00:00,False,The Venue at Horseshoe Casino,41.693099,Hammond,-87.5082446,IN,100.0,55.0,R&B,R&B,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,564.1,100.42,12.0,47.0,"[393434.0, 50971.0]","[64.0, 50.0]",222202.5,57.0,0,3,2.0,159.0
66,,2017-12-17 02:00:00,vvG18ZfnT7IwjX,JOHN DENVER CHRISTMAS SHOW STARRING CHRIS COLLINS & BOULDER CANYON,2017-06-09 03:00:00,2017-06-06 15:00:00,PROMOTED BY VENUE,2017-06-09 15:00:00,False,Rosemont Theatre,41.976641,Rosemont,-87.86369,IL,125.0,29.5,Holiday,Christmas Music,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,233.25,44.5,16.0,64.0,[nan],[nan],,,1,10,2.0,180.0
67,['Tedeschi Trucks Band'],2018-01-28 01:30:00,vv17jZfVGkM4vPlT,An evening with Tedeschi Trucks Band,2017-10-20 03:00:00,2017-10-18 15:00:00,PROMOTED BY VENUE,2017-10-20 15:00:00,False,The Chicago Theatre,41.88537,Chicago,-87.627457,IL,125.0,19.5,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,10802.5,69.89,130.0,454.0,[106387.0],[58.0],106387.0,58.0,0,52,1.0,47.0
69,['The National'],2017-12-13 01:30:00,vvG1jZfnn1asdD,The National,2017-05-19 03:00:00,2017-05-15 15:00:00,PROMOTED BY VENUE,2017-05-19 15:00:00,False,Civic Opera House,41.8822429,Chicago,-87.637107,IL,57.5,33.0,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,1222.5,122.49,77.0,153.0,[739963.0],[77.0],739963.0,77.0,0,6,3.0,201.0
70,['Home Free'],2017-12-14 01:30:00,vv166ZAGd0OZA2d286,Home Free - A Country Christmas 2017,2017-08-11 03:00:00,2017-08-09 15:00:00,PROMOTED BY VENUE,2017-08-11 15:00:00,False,Peoria Civic Center,40.6919471,Peoria,-89.5919753,IL,44.5,32.0,Classical,Classical/Vocal,"{'id': 'KZFzBErXgnZfZ7vA76', 'name': 'Group'}",,,,,,,116.5,55.26,11.0,37.0,[84183.0],[62.0],84183.0,62.0,0,7,1.0,117.0
71,"['Chevelle', '10 Years', 'Aeges']",2017-12-18 00:30:00,vv178ZfwGkSAOxU9,Chevelle,2017-09-22 03:00:00,2017-09-19 15:00:00,HOUSE OF BLUES CONCERTS (HOB),2017-09-22 15:00:00,False,House of Blues Chicago,41.88811537,Chicago,-87.62931962,IL,39.5,39.5,Rock,Alternative Rock,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,241.3,111.66,11.0,29.0,"[489191.0, 157749.0, 1667.0]","[70.0, 63.0, 23.0]",216202.33333333334,52.0,0,11,2.0,75.0
73,"['Steel Panther', 'Man the Mighty']",2017-12-09 02:30:00,vv178ZfSGkM3E02r,Steel Panther,2017-10-06 03:00:00,2017-10-04 15:00:00,HOUSE OF BLUES CONCERTS (HOB),2017-10-06 15:00:00,False,House of Blues Chicago,41.88811537,Chicago,-87.62931962,IL,32.5,32.5,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,87.05,87.05,1.0,5.0,"[169586.0, 667.0]","[60.0, 14.0]",85126.5,37.0,0,2,1.0,61.0
75,['The Temptations'],2018-01-15 02:00:00,vv17jZfsGkS_EpLk,The Temptations,2017-10-06 03:00:00,2017-10-04 15:00:00,PROMOTED BY VENUE,2017-10-06 15:00:00,False,The Venue at Horseshoe Casino,41.693099,Hammond,-87.5082446,IN,69.5,39.5,R&B,R&B,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,318.1,75.7,25.0,119.0,[670107.0],[73.0],670107.0,73.0,0,39,1.0,61.0
76,"['MJ LIVE - Michael Jackson Tribute', 'The Purple Xperience']",2018-01-28 01:30:00,vv1A7ZAGoGketYfEG,Mj Live! Direct From Las Vegas,2017-09-08 03:00:00,2017-09-05 15:00:00,PROMOTED BY VENUE,2017-09-08 15:00:00,False,Rosemont Theatre,41.976641,Rosemont,-87.86369,IL,69.5,22.5,Undefined,Undefined,"{'id': 'KZFzBErXgnZfZ7vAAI', 'name': 'Tribute Band'}",,,,,,,165.7,58.9,16.0,101.0,"[nan, nan]","[nan, nan]",,,2,52,2.0,89.0
79,"['Vance Joy', 'Moon Taxi', 'JD McPherson']",2017-12-14 01:00:00,vv17jZfVGkBbDx54,"99.9 WWCT Snow Ball 4: Vance Joy, Moon Taxi & JD McPherson",2017-10-20 03:00:00,2017-10-19 15:00:00,PROMOTED BY VENUE,2017-10-20 15:00:00,False,Peoria Civic Center,40.6919471,Peoria,-89.5919753,IL,32.0,32.0,Folk,Folk,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,74.5,53.5,5.0,16.0,"[893255.0, 72868.0, 39368.0]","[81.0, 70.0, 56.0]",335163.6666666667,69.0,0,7,0.0,47.0
80,"[""The O'Jays"", 'The Dramatics featuring Willie Ford']",2018-01-27 02:00:00,vv17jZfgGkmrBdo-,An Evening With The O'Jays,2017-11-17 04:00:00,2017-11-14 16:00:00,PROMOTED BY VENUE,2017-11-17 16:00:00,False,The Venue at Horseshoe Casino,41.693099,Hammond,-87.5082446,IN,100.0,60.0,R&B,R&B,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,224.5,104.5,18.0,102.0,"[230731.0, nan]","[63.0, nan]",230731.0,63.0,1,51,2.0,19.0
81,"['Datsik', 'Space Jesus', 'Brillz', 'Riot Ten', 'Wooli']",2018-01-13 03:00:00,vv1kvZvKj3GA5LJ9D,Datsik Presents: Ninja Nation Tour 2018,,,LIVE NATION MUSIC,2017-11-28 21:00:00,False,Aragon Ballroom,41.96941873,Chicago,-87.65797212,IL,28.0,20.0,Dance/Electronic,Club Dance,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,146.4,62.48,5.0,37.0,"[172574.0, 20121.0, 22717.0, 12540.0, 3395.0]","[63.0, 52.0, 50.0, 50.0, 40.0]",46269.4,51.0,0,37,,8.0
82,['Dennis DeYoung'],2017-12-17 02:00:00,vv17jZf0GknfhSL_,Dennis DeYoung,2017-02-12 15:59:00,2017-02-11 23:00:00,PROMOTED BY VENUE,2017-02-12 16:00:00,False,Star Plaza Theatre,41.4710633,Merrillville,-87.3258024,IN,65.0,40.0,Rock,Pop,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,182.5,39.66,24.0,113.0,[2745.0],[29.0],2745.0,29.0,0,10,0.0,297.0
86,"['Black Label Society', 'Corrosion of Conformity', 'Eyehategod']",2018-01-04 00:00:00,vv178ZfSGkSVJPG4,The Noise Presents Black Label Society w/ Corrosion of Conformity,2017-10-13 03:00:00,2017-10-10 19:00:00,HOUSE OF BLUES CONCERTS (HOB),2017-10-13 15:00:00,False,House of Blues Chicago,41.88811537,Chicago,-87.62931962,IL,35.0,35.0,Rock,Alternative Rock,"{'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}",,,,,,,152.93,77.52,18.0,77.0,"[305978.0, 68792.0, 26225.0]","[62.0, 52.0, 40.0]",133665.0,51.333333333333336,0,28,2.0,54.0
